date,fiscal_year,month,series,label,expenditure
2022-06-01,2022,6,higher_ed,Higher Education,242.2
2022-06-01,2022,6,human_services,Human Services,634.2
2022-06-01,2022,6,total_expenditures,Total Expenditures,2904.6
2022-07-01,2023,7,aging,Aging,127.8
2022-07-01,2023,7,corrections,Corrections,221.9
2022-07-01,2023,7,education,Education,964.6
2022-07-01,2023,7,healthcare,Healthcare,760.3
2022-07-01,2023,7,higher_ed,Higher Education,269.2
2022-07-01,2023,7,human_services,Human Services,606.2
2022-07-01,2023,7,total_expenditures,Total Expenditures,3046.9
2022-08-01,2023,8,aging,Aging,133.9
2022-08-01,2023,8,corrections,Corrections,231.3
2022-08-01,2023,8,education,Education,960.4
2022-08-01,2023,8,healthcare,Healthcare,832
2022-08-01,2023,8,higher_ed,Higher Education,295.2
2022-08-01,2023,8,human_services,Human Services,639.8
2022-08-01,2023,8,total_expenditures,Total Expenditures,2965.5
2022-09-01,2023,9,aging,Aging,124.7
2022-09-01,2023,9,corrections,Corrections,228.2
2022-09-01,2023,9,education,Education,996.2
2022-09-01,2023,9,healthcare,Healthcare,819.6
2022-09-01,2023,9,higher_ed,Higher Education,276.9
2022-09-01,2023,9,human_services,Human Services,671.2
2022-09-01,2023,9,total_expenditures,Total Expenditures,2865.7
2022-10-01,2023,10,aging,Aging,113.5
2022-10-01,2023,10,corrections,Corrections,211.1
2022-10-01,2023,10,education,Education,934.5
2022-10-01,2023,10,healthcare,Healthcare,795.1
2022-10-01,2023,10,higher_ed,Higher Education,264.9
2022-10-01,2023,10,human_services,Human Services,596.4
2022-10-01,2023,10,total_expenditures,Total Expenditures,2910.4
2022-11-01,2023,11,aging,Aging,100.7
2022-11-01,2023,11,corrections,Corrections,206.3
2022-11-01,2023,11,education,Education,923.8
2022-11-01,2023,11,healthcare,Healthcare,773.8
2022-11-01,2023,11,higher_ed,Higher Education,244.4
2022-11-01,2023,11,human_services,Human Services,605.2
2022-11-01,2023,11,total_expenditures,Total Expenditures,2881.2
2022-12-01,2023,12,aging,Aging,114.2
2022-12-01,2023,12,corrections,Corrections,208.9
2022-12-01,2023,12,education,Education,990.5
2022-12-01,2023,12,healthcare,Healthcare,775.6
2022-12-01,2023,12,higher_ed,Higher Education,266.4
2022-12-01,2023,12,human_services,Human Services,616.2
2022-12-01,2023,12,total_expenditures,Total Expenditures,2912.1
2023-01-01,2023,1,aging,Aging,89.2
2023-01-01,2023,1,corrections,Corrections,189.2
2023-01-01,2023,1,education,Education,939.4
2023-01-01,2023,1,healthcare,Healthcare,783.5
2023-01-01,2023,1,higher_ed,Higher Education,236.9
2023-01-01,2023,1,human_services,Human Services,601
2023-01-01,2023,1,total_expenditures,Total Expenditures,2988
2023-02-01,2023,2,aging,Aging,94.2
2023-02-01,2023,2,corrections,Corrections,206.3
2023-02-01,2023,2,education,Education,940.4
2023-02-01,2023,2,healthcare,Healthcare,752.4
2023-02-01,2023,2,higher_ed,Higher Education,246
2023-02-01,2023,2,human_services,Human Services,612.3
2023-02-01,2023,2,total_expenditures,Total Expenditures,2932
2023-03-01,2023,3,aging,Aging,108.4
2023-03-01,2023,3,corrections,Corrections,207.4
2023-03-01,2023,3,education,Education,970.4
2023-03-01,2023,3,healthcare,Healthcare,851.6
2023-03-01,2023,3,higher_ed,Higher Education,255.3
2023-03-01,2023,3,human_services,Human Services,591
2023-03-01,2023,3,total_expenditures,Total Expenditures,3042.3
2023-04-01,2023,4,aging,Aging,105.2
2023-04-01,2023,4,corrections,Corrections,206.9
2023-04-01,2023,4,education,Education,941
2023-04-01,2023,4,healthcare,Healthcare,803.3
2023-04-01,2023,4,higher_ed,Higher Education,266.2
2023-04-01,2023,4,human_services,Human Services,603.2
2023-04-01,2023,4,total_expenditures,Total Expenditures,3005.4
2023-05-01,2023,5,aging,Aging,115.4
2023-05-01,2023,5,corrections,Corrections,211.3
2023-05-01,2023,5,education,Education,958.3
2023-05-01,2023,5,healthcare,Healthcare,811.8
2023-05-01,2023,5,higher_ed,Higher Education,261.2
2023-05-01,2023,5,human_services,Human Services,598
2023-05-01,2023,5,total_expenditures,Total Expenditures,3003.8
2023-06-01,2023,6,aging,Aging,122.1
2023-06-01,2023,6,corrections,Corrections,226.2
2023-06-01,2023,6,education,Education,979.1
2023-06-01,2023,6,healthcare,Healthcare,773.3
2023-06-01,2023,6,higher_ed,Higher Education,262.8
2023-06-01,2023,6,human_services,Human Services,636.7
2023-06-01,2023,6,total_expenditures,Total Expenditures,3101
2023-07-01,2024,7,aging,Aging,125.7
2023-07-01,2024,7,corrections,Corrections,231.7
2023-07-01,2024,7,education,Education,931
2023-07-01,2024,7,healthcare,Healthcare,847.6
2023-07-01,2024,7,higher_ed,Higher Education,308.1
2023-07-01,2024,7,human_services,Human Services,662.6
2023-07-01,2024,7,total_expenditures,Total Expenditures,3014.7
2023-08-01,2024,8,aging,Aging,143.4
2023-08-01,2024,8,corrections,Corrections,245.6
2023-08-01,2024,8,education,Education,983
2023-08-01,2024,8,healthcare,Healthcare,864.4
2023-08-01,2024,8,higher_ed,Higher Education,281
2023-08-01,2024,8,human_services,Human Services,643.2
2023-08-01,2024,8,total_expenditures,Total Expenditures,3071.1
2023-09-01,2024,9,aging,Aging,134.1
2023-09-01,2024,9,corrections,Corrections,235.2
2023-09-01,2024,9,education,Education,963.6
2023-09-01,2024,9,healthcare,Healthcare,849.5
2023-09-01,2024,9,higher_ed,Higher Education,298.5
2023-09-01,2024,9,human_services,Human Services,639.2
2023-09-01,2024,9,total_expenditures,Total Expenditures,3249.9
2023-10-01,2024,10,aging,Aging,116.9
2023-10-01,2024,10,corrections,Corrections,213.2
2023-10-01,2024,10,education,Education,940.7
2023-10-01,2024,10,healthcare,Healthcare,822
2023-10-01,2024,10,higher_ed,Higher Education,275.6
2023-10-01,2024,10,human_services,Human Services,604
2023-10-01,2024,10,total_expenditures,Total Expenditures,3026.4
2023-11-01,2024,11,aging,Aging,103.4
2023-11-01,2024,11,corrections,Corrections,213.7
2023-11-01,2024,11,education,Education,946.6
2023-11-01,2024,11,healthcare,Healthcare,858.4
2023-11-01,2024,11,higher_ed,Higher Education,282.2
2023-11-01,2024,11,human_services,Human Services,652.7
2023-11-01,2024,11,total_expenditures,Total Expenditures,3153.3
2023-12-01,2024,12,aging,Aging,126.7
2023-12-01,2024,12,corrections,Corrections,238.4
2023-12-01,2024,12,education,Education,992.8
2023-12-01,2024,12,healthcare,Healthcare,858
2023-12-01,2024,12,higher_ed,Higher Education,284.6
2023-12-01,2024,12,human_services,Human Services,641.2
2023-12-01,2024,12,total_expenditures,Total Expenditures,2991.8
2024-01-01,2024,1,aging,Aging,90.7
2024-01-01,2024,1,corrections,Corrections,204.8
2024-01-01,2024,1,education,Education,953.2
2024-01-01,2024,1,healthcare,Healthcare,826.4
2024-01-01,2024,1,higher_ed,Higher Education,251.8
2024-01-01,2024,1,human_services,Human Services,639.7
2024-01-01,2024,1,total_expenditures,Total Expenditures,3070.1
2024-02-01,2024,2,aging,Aging,93.5
2024-02-01,2024,2,corrections,Corrections,209.2
2024-02-01,2024,2,education,Education,928.4
2024-02-01,2024,2,healthcare,Healthcare,839
2024-02-01,2024,2,higher_ed,Higher Education,251.7
2024-02-01,2024,2,human_services,Human Services,667.5
2024-02-01,2024,2,total_expenditures,Total Expenditures,3033.9
2024-03-01,2024,3,aging,Aging,109.1
2024-03-01,2024,3,corrections,Corrections,227.8
2024-03-01,2024,3,education,Education,991.9
2024-03-01,2024,3,healthcare,Healthcare,844.3
2024-03-01,2024,3,higher_ed,Higher Education,276.3
2024-03-01,2024,3,human_services,Human Services,674.7
2024-03-01,2024,3,total_expenditures,Total Expenditures,3007.3
2024-04-01,2024,4,aging,Aging,116.8
2024-04-01,2024,4,corrections,Corrections,237.3
2024-04-01,2024,4,education,Education,992.2
2024-04-01,2024,4,healthcare,Healthcare,909.2
2024-04-01,2024,4,higher_ed,Higher Education,276.1
2024-04-01,2024,4,human_services,Human Services,633.5
2024-04-01,2024,4,total_expenditures,Total Expenditures,3066
2024-05-01,2024,5,aging,Aging,121.6
2024-05-01,2024,5,corrections,Corrections,221.3
2024-05-01,2024,5,education,Education,994.6
2024-05-01,2024,5,healthcare,Healthcare,850.9
2024-05-01,2024,5,higher_ed,Higher Education,268.1
2024-05-01,2024,5,human_services,Human Services,675
2024-05-01,2024,5,total_expenditures,Total Expenditures,3236.9
2024-06-01,2024,6,aging,Aging,113.5
2024-06-01,2024,6,corrections,Corrections,201.1
2024-06-01,2024,6,education,Education,994.6
2024-06-01,2024,6,healthcare,Healthcare,870
2024-06-01,2024,6,higher_ed,Higher Education,280.7
2024-06-01,2024,6,human_services,Human Services,641
2024-06-01,2024,6,total_expenditures,Total Expenditures,3107.4
2024-07-01,2025,7,aging,Aging,140.4
2024-07-01,2025,7,corrections,Corrections,242.8
2024-07-01,2025,7,education,Education,1043.8
2024-07-01,2025,7,healthcare,Healthcare,894.8
2024-07-01,2025,7,higher_ed,Higher Education,303.6
2024-07-01,2025,7,human_services,Human Services,687.4
2024-07-01,2025,7,total_expenditures,Total Expenditures,3120.9
2024-08-01,2025,8,aging,Aging,136.4
2024-08-01,2025,8,corrections,Corrections,241.6
2024-08-01,2025,8,education,Education,999.4
2024-08-01,2025,8,healthcare,Healthcare,893.6
2024-08-01,2025,8,higher_ed,Higher Education,305.6
2024-08-01,2025,8,human_services,Human Services,687.1
2024-08-01,2025,8,total_expenditures,Total Expenditures,3218.9
2024-09-01,2025,9,aging,Aging,147.5
2024-09-01,2025,9,corrections,Corrections,246.1
2024-09-01,2025,9,education,Education,1004
2024-09-01,2025,9,healthcare,Healthcare,904.2
2024-09-01,2025,9,higher_ed,Higher Education,327.6
2024-09-01,2025,9,human_services,Human Services,696.9
2024-09-01,2025,9,total_expenditures,Total Expenditures,3131.8
2024-10-01,2025,10,aging,Aging,120.8
2024-10-01,2025,10,corrections,Corrections,233.4
2024-10-01,2025,10,education,Education,1015.2
2024-10-01,2025,10,healthcare,Healthcare,866.9
2024-10-01,2025,10,higher_ed,Higher Education,278.2
2024-10-01,2025,10,human_services,Human Services,663.4
2024-10-01,2025,10,total_expenditures,Total Expenditures,3167
2024-11-01,2025,11,aging,Aging,110.7
2024-11-01,2025,11,corrections,Corrections,220.3
2024-11-01,2025,11,education,Education,1014.6
2024-11-01,2025,11,healthcare,Healthcare,819.8
2024-11-01,2025,11,higher_ed,Higher Education,271.2
2024-11-01,2025,11,human_services,Human Services,671.2
2024-11-01,2025,11,total_expenditures,Total Expenditures,3178.4
2024-12-01,2025,12,aging,Aging,141.4
2024-12-01,2025,12,corrections,Corrections,234.2
2024-12-01,2025,12,education,Education,1045.1
2024-12-01,2025,12,healthcare,Healthcare,863
2024-12-01,2025,12,higher_ed,Higher Education,296.4
2024-12-01,2025,12,human_services,Human Services,695.2
2024-12-01,2025,12,total_expenditures,Total Expenditures,3164
2025-01-01,2025,1,aging,Aging,95.7
2025-01-01,2025,1,corrections,Corrections,212.2
2025-01-01,2025,1,education,Education,986.9
2025-01-01,2025,1,healthcare,Healthcare,902.3
2025-01-01,2025,1,higher_ed,Higher Education,257.4
2025-01-01,2025,1,human_services,Human Services,609.4
2025-01-01,2025,1,total_expenditures,Total Expenditures,3142.3
2025-02-01,2025,2,aging,Aging,96.7
2025-02-01,2025,2,corrections,Corrections,214.6
2025-02-01,2025,2,education,Education,1005.1
2025-02-01,2025,2,healthcare,Healthcare,896.3
2025-02-01,2025,2,higher_ed,Higher Education,253.3
2025-02-01,2025,2,human_services,Human Services,648.5
2025-02-01,2025,2,total_expenditures,Total Expenditures,3263.6
2025-03-01,2025,3,aging,Aging,113.1
2025-03-01,2025,3,corrections,Corrections,225.8
2025-03-01,2025,3,education,Education,1038.9
2025-03-01,2025,3,healthcare,Healthcare,872.8
2025-03-01,2025,3,higher_ed,Higher Education,276.1
2025-03-01,2025,3,human_services,Human Services,681.8
2025-03-01,2025,3,total_expenditures,Total Expenditures,3190.2
2025-04-01,2025,4,aging,Aging,115
2025-04-01,2025,4,corrections,Corrections,231.7
2025-04-01,2025,4,education,Education,996
2025-04-01,2025,4,healthcare,Healthcare,823.1
2025-04-01,2025,4,higher_ed,Higher Education,281.9
2025-04-01,2025,4,human_services,Human Services,680.5
2025-04-01,2025,4,total_expenditures,Total Expenditures,3327.6
2025-05-01,2025,5,aging,Aging,119.8
2025-05-01,2025,5,corrections,Corrections,233.1
2025-05-01,2025,5,education,Education,1060.5
2025-05-01,2025,5,healthcare,Healthcare,864.9
2025-05-01,2025,5,higher_ed,Higher Education,291.4
2025-05-01,2025,5,human_services,Human Services,681.2
2025-05-01,2025,5,total_expenditures,Total Expenditures,3205.8
2025-06-01,2025,6,aging,Aging,124.7
2025-06-01,2025,6,corrections,Corrections,232.7
2025-06-01,2025,6,education,Education,1000.9
2025-06-01,2025,6,healthcare,Healthcare,851.7
2025-06-01,2025,6,higher_ed,Higher Education,286.2
2025-06-01,2025,6,human_services,Human Services,715.4
2025-06-01,2025,6,total_expenditures,Total Expenditures,3212.4
2025-07-01,2026,7,aging,Aging,143.9
2025-07-01,2026,7,corrections,Corrections,250.9
2025-07-01,2026,7,education,Education,1006.1
2025-07-01,2026,7,healthcare,Healthcare,876.1
2025-07-01,2026,7,higher_ed,Higher Education,300.3
2025-07-01,2026,7,human_services,Human Services,705.4
2025-07-01,2026,7,total_expenditures,Total Expenditures,3226.3
2025-08-01,2026,8,aging,Aging,147
2025-08-01,2026,8,corrections,Corrections,262.1
2025-08-01,2026,8,education,Education,1046.7
2025-08-01,2026,8,healthcare,Healthcare,937.1
2025-08-01,2026,8,higher_ed,Higher Education,307.8
2025-08-01,2026,8,human_services,Human Services,712
2025-08-01,2026,8,total_expenditures,Total Expenditures,3110.3
2025-09-01,2026,9,aging,Aging,147.1
2025-09-01,2026,9,corrections,Corrections,238.8
2025-09-01,2026,9,education,Education,1057.7
2025-09-01,2026,9,healthcare,Healthcare,922.1
2025-09-01,2026,9,higher_ed,Higher Education,295
2025-09-01,2026,9,human_services,Human Services,709.9
2025-09-01,2026,9,total_expenditures,Total Expenditures,3173.5
2025-10-01,2026,10,aging,Aging,129.9
2025-10-01,2026,10,corrections,Corrections,237.5
2025-10-01,2026,10,education,Education,1013.3
2025-10-01,2026,10,healthcare,Healthcare,929.2
2025-10-01,2026,10,higher_ed,Higher Education,284.2
2025-10-01,2026,10,human_services,Human Services,736.6
2025-10-01,2026,10,total_expenditures,Total Expenditures,3256.7
2025-11-01,2026,11,aging,Aging,135.9
2025-11-01,2026,11,corrections,Corrections,236.5
2025-11-01,2026,11,education,Education,1007.8
2025-11-01,2026,11,healthcare,Healthcare,871.6
2025-11-01,2026,11,higher_ed,Higher Education,274
2025-11-01,2026,11,human_services,Human Services,679.4
2025-11-01,2026,11,total_expenditures,Total Expenditures,3230.3
2025-12-01,2026,12,aging,Aging,134.7
2025-12-01,2026,12,corrections,Corrections,265.4
2025-12-01,2026,12,education,Education,1034.2
2025-12-01,2026,12,healthcare,Healthcare,896.9
2025-12-01,2026,12,higher_ed,Higher Education,289.1
2025-12-01,2026,12,human_services,Human Services,730.9
2025-12-01,2026,12,total_expenditures,Total Expenditures,3380.9
